prices,time,station,address,gratis,fuel,chain
Unknown,Unknown,Shell Swart & Strous,"Rijksstraatweg 447, WASSENAAR",,GTL,Shell
Unknown,Unknown,Shell Stramproy,"Amentstraat 2, STRAMPROY",,GTL,Shell
Unknown,Unknown,Shell Emerald,"Importweg 1, DELFGAUW",,GTL,Shell
Unknown,Unknown,Shell Fijnaart,"Parallelweg 2, FIJNAART",,GTL,Shell
Unknown,Unknown,Shell Benzinex Raalte,"Brugstraat 52, RAALTE",,GTL,Shell
Unknown,Unknown,Shell De Ronde Boom,"Langeweg 113, SOMMELSDIJK",,GTL,Shell
Unknown,Unknown,Shell Service Station Hoek,"Enterseweg 10, GOOR",,GTL,Shell
Unknown,Unknown,Shell Deehoeve,"Postweg 8, THOLEN",,GTL,Shell
Unknown,Unknown,Shell Klok,"Schutstraat 187, HOOGEVEEN",,GTL,Shell
Unknown,Unknown,Shell Green Planet,"Bultinge 2, PESSE",,GTL,Shell
Unknown,Unknown,Shell Tholen Slagharen,"Coevorderweg-Noord 2a, SLAGHAREN",,GTL,Shell
Unknown,Unknown,Shell Afslag Rilland,"Valckenisseweg 5, RILLAND",,GTL,Shell
Unknown,Unknown,Shell De Gouwe,"Kloosterweg 11a, NOORDGOUWE",,GTL,Shell
Unknown,Unknown,Shell DE ZANDKREEK WEST,"1e Deltaweg 13, KATS",,GTL,Shell
Unknown,Unknown,Shell SCHELPHOEK ZZ,"Serooskerkseweg 13, BURGH-HAAMSTEDE",,GTL,Shell
Unknown,Unknown,Shell DAUWENDAELE,"Roozenburglaan 236, MIDDELBURG",,GTL,Shell
Unknown,Unknown,Shell SOUBURG,"Marie Curieweg 1, RITTHEM",,GTL,Shell
Unknown,Unknown,Shell Kap,"Verlengde Brugkade 10, STADSKANAAL",,GTL,Shell
Unknown,Unknown,Shell de IJzeren Klap,"A-weg 10A, MUSSELKANAAL",,GTL,Shell
Unknown,Unknown,Shell Meedenertol,"Rijksweg A7 2ZZ, SCHEEMDA",,GTL,Shell
Unknown,Unknown,Shell Daam Fockemalaan,"Daam Fockemalaan 18, AMERSFOORT",,GTL,Shell
Unknown,Unknown,Shell Amersfoortseweg,"Amersfoortseweg 30, HUIS TER HEIDE UT",,GTL,Shell
Unknown,Unknown,Shell Boulevard,"Boulevard 70, ZEIST",,GTL,Shell
Unknown,Unknown,Shell De Slaag,"Rijksweg A1 1, HOOGLAND",,GTL,Shell
Unknown,Unknown,Shell Bloemheuvel,"Laagerfseweg 107, WOUDENBERG",,GTL,Shell
Unknown,Unknown,Shell Utrechtseweg,"Utrechtseweg 99A, ZEIST",,GTL,Shell
Unknown,Unknown,Shell Vathorst,"Boerderijenboulevard 101, AMERSFOORT",,GTL,Shell
Unknown,Unknown,Shell Laponder,"Rijksstraatweg 6A, CULEMBORG",,GTL,Shell
Unknown,Unknown,Shell De Aral,"Brahmslaan 2, BUNSCHOTEN-SPAKENBURG",,GTL,Shell
Unknown,Unknown,Shell Nijkerk BV,"Van Middachtenstraat 2, NIJKERK GLD",,GTL,Shell
Unknown,Unknown,Shell Rondweg West,"Rondweg-west 15, VEENENDAAL",,GTL,Shell
Unknown,Unknown,Shell Beatrixlaan,"Prinses Beatrixlaan 4, TIEL",,GTL,Shell
Unknown,Unknown,Shell Nieuwe Tielseweg,"Nieuwe Tielseweg 126, TIEL",,GTL,Shell
Unknown,Unknown,Shell Doornkade,"Elzenkade 2, HOUTEN",,GTL,Shell
Unknown,Unknown,Shell Kalenberg,"Rijksstraatweg 72A, METEREN",,GTL,Shell
Unknown,Unknown,Shell Pieter Nieuwland,"Pieter Nieuwlandstraat 112, UTRECHT",,GTL,Shell
Unknown,Unknown,Shell A.Schweitzerdreef,"Albert Schweitzerdreef 15, UTRECHT",,GTL,Shell
Unknown,Unknown,Shell Enspijk,"Provincialeweg Oost 1, ENSPIJK",,GTL,Shell
Unknown,Unknown,Shell Huizen,"Bovenmaatweg 1, HUIZEN",,GTL,Shell
Unknown,Unknown,Shell Plettenburg,"Plettenburgerbaan 2, NIEUWEGEIN",,GTL,Shell
Unknown,Unknown,Shell Benzinex Barneveld,"Van Zuylen van Nieveltlaan 59, BARNEVELD",,GTL,Shell
Unknown,Unknown,Shell Vianen,"Stuartweg 7, VIANEN UT",,GTL,Shell
Unknown,Unknown,Shell ZT S15,"A.C.Verhoefweg 1, NIEUWEGEIN",,GTL,Shell
Unknown,Unknown,Shell Waterlandseweg,"Waterlandseweg 10, ALMERE",,GTL,Shell
Unknown,Unknown,Shell Gooische Boer,"Huizerweg 210, BUSSUM",,GTL,Shell
Unknown,Unknown,Shell Molenkamp,"Rijksweg A15 3, RUMPT",,GTL,Shell
Unknown,Unknown,Shell Schoonrewoerd,"Dorpsstraat 61, SCHOONREWOERD",,GTL,Shell
Unknown,Unknown,Shell Maarssen,"Maarsseveensepoort 2, MAARSSEN",,GTL,Shell
Unknown,Unknown,Shell Bantam,"Franse Kampweg 40, BUSSUM",,GTL,Shell
Unknown,Unknown,Shell Expr. Voorthuizen,"Apeldoornsestraat 65, VOORTHUIZEN",,GTL,Shell
Unknown,Unknown,Shell Varakker,"Rijksweg 15, KESTEREN",,GTL,Shell
Unknown,Unknown,Shell De Lucht West,"Rijksweg A2 2, BRUCHEM",,GTL,Shell
Unknown,Unknown,Shell Zaltbommel,"Rijksweg A2 2a, BRUCHEM",,GTL,Shell
Unknown,Unknown,Shell Servicestation Ruimteweg,"Ruimteweg 8, UTRECHT",,GTL,Shell
Unknown,Unknown,Shell Roodhardt,"Planetenbaan 202, MAARSSEN",,GTL,Shell
Unknown,Unknown,Shell De Wetering,"Proostwetering 90, UTRECHT",,GTL,Shell
Unknown,Unknown,Shell Draaierplaats,"Rotterdamweg 2, ALMERE",,GTL,Shell
Unknown,Unknown,Shell v.d. Weerd,"Kierkamperweg 10, BENNEKOM",,GTL,Shell
GTL €1.34,15 juli 2020,Shell Almere Buiten Oost,"De Striptekenaar 83, ALMERE",,GTL,Shell Express
GTL €1.34,15 juli 2020,Shell Gildenhof,"Schroefstraat 18, LELYSTAD",,GTL,Shell Express
GTL €1.34,15 juli 2020,Shell expres Swifterbant,"De Poort 1, SWIFTERBANT",,GTL,Shell Express
GTL €1.34,15 juli 2020,Shell Randweg,"Randweg 16, EMMELOORD",,GTL,Shell Express
GTL €1.34,15 juli 2020,Shell Hooiveld,"Het Hooiveld 1, EMMELOORD",,GTL,Shell Express
Unknown,Unknown,Shell Serva,"Nijverheidsweg-Noord 24, AMERSFOORT",,GTL,Shell Express
Unknown,Unknown,Shell Reede,"Koningin Wilhelminaweg 111, AMERONGEN",,GTL,Shell Express
Unknown,Unknown,Shell Vissers de Middelaar,"Rijksweg A1 1, AMERSFOORT",,GTL,Shell Express
Unknown,Unknown,Shell Nijkerk,"Ambachtsstraat 17, NIJKERK GLD",,GTL,Shell Express
Unknown,Unknown,Shell Vanenburg,"Rijksweg A28 2, PUTTEN",,GTL,Shell Express
Unknown,Unknown,Shell Ede,"Rijksweg 4 (N224), EDE",,GTL,Shell Express
Unknown,Unknown,Shell Weg der Verenigde Naties Zuid,"Weg der Verenigde Naties 10, IJSSELSTEIN",,GTL,Shell Express
Unknown,Unknown,Shell Weg der Verenigde Naties Noord,"Weg der Verenigde Naties 9, IJSSELSTEIN",,GTL,Shell Express
Unknown,Unknown,Shell Druten,"Koekoek 21, DRUTEN",,GTL,Shell Express
Unknown,Unknown,Shell Hanex Hescheweg,"Nieuwe Hescheweg 55, OSS",,GTL,Shell Express
Unknown,Unknown,Shell Hanex Berghem,"Burgemeester van Erpstraat 23, BERGHEM",,GTL,Shell Express
Unknown,Unknown,Shell SCHIMMEL HEESCH,"'t Dorp 118, HEESCH",,GTL,Shell Express
Unknown,Unknown,Shell Heeswijk,"Heeswijk 45, MONTFOORT",,GTL,Shell Express
Unknown,Unknown,Shell VLIJMEN,"Nassaulaan 61, VLIJMEN",,GTL,Shell Express
Unknown,Unknown,Shell Wilnis,"Mijdrechtse Dwarsweg 27, WILNIS",,GTL,Shell Express
Unknown,Unknown,Shell Schimmel Uden,"Kornetstraat 62, UDEN",,GTL,Shell Express
Unknown,Unknown,Shell SCHIMMEL VEGHEL,"N.C.B.-laan 117, VEGHEL",,GTL,Shell Express
Unknown,Unknown,Shell BEERENS,"Tilburgseweg 23A, SPRANG-CAPELLE",,GTL,Shell Express
Unknown,Unknown,Shell Hanex Dussen,"De Sluis 4, DUSSEN",,GTL,Shell Express
Unknown,Unknown,Shell Bakenbergseweg,"Bakenbergseweg 240, ARNHEM",,GTL,Shell Express
Unknown,Unknown,Shell De Heikant,"Mascagnistraat 529, TILBURG",,GTL,Shell Express
Unknown,Unknown,Shell Salvatorplein,"Salvatorplein 1, ARNHEM",,GTL,Shell Express
Unknown,Unknown,Shell Dronten,"De Zuid 41, DRONTEN",,GTL,Shell Express
Unknown,Unknown,Shell SCHIMMEL MILL,"Schoolstraat 28, MILL",,GTL,Shell Express
Unknown,Unknown,Shell Hanex Raamsdonksveer,"Kerklaan 15b, RAAMSDONKSVEER",,GTL,Shell Express
Unknown,Unknown,Shell Fransen,"Kramersgildeplein 92, ARNHEM",,GTL,Shell Express
Unknown,Unknown,Shell Geldrop,"Eindhovenseweg 6, GELDROP",,GTL,Shell Express
Unknown,Unknown,Shell Mabem Waalre Noord,"Van Dijklaan 1, WAALRE",,GTL,Shell Express
Unknown,Unknown,Shell Van Kalmthout,"Van Heuven Goedhartlaan 201, HOOFDDORP",,GTL,Shell Express
Unknown,Unknown,Shell De Rijp,"Zuiddijk 2H, De Rijp",,GTL,Shell Express
Unknown,Unknown,Shell Boonstoppel,"Zijde 450, BOSKOOP",,GTL,Shell Express
Unknown,Unknown,Shell Jetten Tankservice Boxmeer BV,"Beugenseweg 53c, BOXMEER",,GTL,Shell Express
Unknown,Unknown,Shell Bospoort,"Rijksweg A4 2, LEIDERDORP",,GTL,Shell Express
Unknown,Unknown,Shell Hoge Rijndijk,"Hoge Rijndijk 5, LEIDEN",,GTL,Shell Express
Unknown,Unknown,Shell Plesmanlaan Zuid,"Plesmanlaan 6, LEIDEN",,GTL,Shell Express
Unknown,Unknown,Shell Lijtweg,"Lijtweg 2, OEGSTGEEST",,GTL,Shell Express
Unknown,Unknown,Shell Wassenaarseweg,"Wassenaarseweg 65, KATWIJK",,GTL,Shell Express
Unknown,Unknown,Shell Swart & Strous,"Rijksstraatweg 447, WASSENAAR",,GTL,Shell Express
Unknown,Unknown,Shell Stramproy,"Amentstraat 2, STRAMPROY",,GTL,Shell Express
Unknown,Unknown,Shell Emerald,"Importweg 1, DELFGAUW",,GTL,Shell Express
Unknown,Unknown,Shell Fijnaart,"Parallelweg 2, FIJNAART",,GTL,Shell Express
Unknown,Unknown,Shell Benzinex Raalte,"Brugstraat 52, RAALTE",,GTL,Shell Express
Unknown,Unknown,Shell De Ronde Boom,"Langeweg 113, SOMMELSDIJK",,GTL,Shell Express
Unknown,Unknown,Shell Service Station Hoek,"Enterseweg 10, GOOR",,GTL,Shell Express
Unknown,Unknown,Shell Deehoeve,"Postweg 8, THOLEN",,GTL,Shell Express
Unknown,Unknown,Shell Klok,"Schutstraat 187, HOOGEVEEN",,GTL,Shell Express
Unknown,Unknown,Shell Green Planet,"Bultinge 2, PESSE",,GTL,Shell Express
Unknown,Unknown,Shell Tholen Slagharen,"Coevorderweg-Noord 2a, SLAGHAREN",,GTL,Shell Express
Unknown,Unknown,Shell Afslag Rilland,"Valckenisseweg 5, RILLAND",,GTL,Shell Express
Unknown,Unknown,Shell De Gouwe,"Kloosterweg 11a, NOORDGOUWE",,GTL,Shell Express
Unknown,Unknown,Shell DE ZANDKREEK WEST,"1e Deltaweg 13, KATS",,GTL,Shell Express
Unknown,Unknown,Shell SCHELPHOEK ZZ,"Serooskerkseweg 13, BURGH-HAAMSTEDE",,GTL,Shell Express
Unknown,Unknown,Shell DAUWENDAELE,"Roozenburglaan 236, MIDDELBURG",,GTL,Shell Express
Unknown,Unknown,Shell SOUBURG,"Marie Curieweg 1, RITTHEM",,GTL,Shell Express
Unknown,Unknown,Shell Kap,"Verlengde Brugkade 10, STADSKANAAL",,GTL,Shell Express
Unknown,Unknown,Shell de IJzeren Klap,"A-weg 10A, MUSSELKANAAL",,GTL,Shell Express
Unknown,Unknown,Shell Meedenertol,"Rijksweg A7 2ZZ, SCHEEMDA",,GTL,Shell Express
Unknown,Unknown,Shell Daam Fockemalaan,"Daam Fockemalaan 18, AMERSFOORT",,GTL,Shell Express
Unknown,Unknown,Shell Amersfoortseweg,"Amersfoortseweg 30, HUIS TER HEIDE UT",,GTL,Shell Express
Unknown,Unknown,Shell Boulevard,"Boulevard 70, ZEIST",,GTL,Shell Express
Unknown,Unknown,Shell De Slaag,"Rijksweg A1 1, HOOGLAND",,GTL,Shell Express
Unknown,Unknown,Shell Bloemheuvel,"Laagerfseweg 107, WOUDENBERG",,GTL,Shell Express
Unknown,Unknown,Shell Utrechtseweg,"Utrechtseweg 99A, ZEIST",,GTL,Shell Express
Unknown,Unknown,Shell Vathorst,"Boerderijenboulevard 101, AMERSFOORT",,GTL,Shell Express
Unknown,Unknown,Shell Laponder,"Rijksstraatweg 6A, CULEMBORG",,GTL,Shell Express
Unknown,Unknown,Shell De Aral,"Brahmslaan 2, BUNSCHOTEN-SPAKENBURG",,GTL,Shell Express
Unknown,Unknown,Shell Nijkerk BV,"Van Middachtenstraat 2, NIJKERK GLD",,GTL,Shell Express
Unknown,Unknown,Shell Rondweg West,"Rondweg-west 15, VEENENDAAL",,GTL,Shell Express
Unknown,Unknown,Shell Beatrixlaan,"Prinses Beatrixlaan 4, TIEL",,GTL,Shell Express
Unknown,Unknown,Shell Nieuwe Tielseweg,"Nieuwe Tielseweg 126, TIEL",,GTL,Shell Express
Unknown,Unknown,Shell Doornkade,"Elzenkade 2, HOUTEN",,GTL,Shell Express
Unknown,Unknown,Shell Kalenberg,"Rijksstraatweg 72A, METEREN",,GTL,Shell Express
Unknown,Unknown,Shell Pieter Nieuwland,"Pieter Nieuwlandstraat 112, UTRECHT",,GTL,Shell Express
Unknown,Unknown,Shell A.Schweitzerdreef,"Albert Schweitzerdreef 15, UTRECHT",,GTL,Shell Express
Unknown,Unknown,Shell Enspijk,"Provincialeweg Oost 1, ENSPIJK",,GTL,Shell Express
Unknown,Unknown,Shell Huizen,"Bovenmaatweg 1, HUIZEN",,GTL,Shell Express
Unknown,Unknown,Shell Plettenburg,"Plettenburgerbaan 2, NIEUWEGEIN",,GTL,Shell Express
Unknown,Unknown,Shell Benzinex Barneveld,"Van Zuylen van Nieveltlaan 59, BARNEVELD",,GTL,Shell Express
Unknown,Unknown,Shell Vianen,"Stuartweg 7, VIANEN UT",,GTL,Shell Express
Unknown,Unknown,Shell ZT S15,"A.C.Verhoefweg 1, NIEUWEGEIN",,GTL,Shell Express
Unknown,Unknown,Shell Waterlandseweg,"Waterlandseweg 10, ALMERE",,GTL,Shell Express
Unknown,Unknown,Shell Gooische Boer,"Huizerweg 210, BUSSUM",,GTL,Shell Express
Unknown,Unknown,Shell Molenkamp,"Rijksweg A15 3, RUMPT",,GTL,Shell Express
Unknown,Unknown,Shell Schoonrewoerd,"Dorpsstraat 61, SCHOONREWOERD",,GTL,Shell Express
Unknown,Unknown,Shell Maarssen,"Maarsseveensepoort 2, MAARSSEN",,GTL,Shell Express
Unknown,Unknown,Shell Bantam,"Franse Kampweg 40, BUSSUM",,GTL,Shell Express
Unknown,Unknown,Shell Expr. Voorthuizen,"Apeldoornsestraat 65, VOORTHUIZEN",,GTL,Shell Express
Unknown,Unknown,Shell Varakker,"Rijksweg 15, KESTEREN",,GTL,Shell Express
Unknown,Unknown,Shell De Lucht West,"Rijksweg A2 2, BRUCHEM",,GTL,Shell Express
Unknown,Unknown,Shell Zaltbommel,"Rijksweg A2 2a, BRUCHEM",,GTL,Shell Express
Unknown,Unknown,Shell Servicestation Ruimteweg,"Ruimteweg 8, UTRECHT",,GTL,Shell Express
Unknown,Unknown,Shell Roodhardt,"Planetenbaan 202, MAARSSEN",,GTL,Shell Express
Unknown,Unknown,Shell De Wetering,"Proostwetering 90, UTRECHT",,GTL,Shell Express
Unknown,Unknown,Shell Draaierplaats,"Rotterdamweg 2, ALMERE",,GTL,Shell Express
Unknown,Unknown,Shell v.d. Weerd,"Kierkamperweg 10, BENNEKOM",,GTL,Shell Express
Unknown,Unknown,SuperTank Bunschoten,"Het Steenland 2, Bunschoten",,GTL,SuperTank
Unknown,Unknown,SuperTank Ede,"Klaphekweg 16g, Ede",,GTL,SuperTank
Unknown,Unknown,SuperTank Zeewolde,"Landbouwweg 18, Zeewolde",,GTL,SuperTank
Unknown,Unknown,SuperTank Almere,"Dukdalfweg 11, Almere",,GTL,SuperTank
Unknown,Unknown,SuperTank Noordersluis,"Zuiveringweg 7, Noordersluis",,GTL,SuperTank
Unknown,Unknown,SuperTank Lelystad Zuiveringweg,"Zuiveringweg 7, Lelystad",,GTL,SuperTank
Unknown,Unknown,SuperTank Lelystad Kempenaar,"Kempenaar 01-01, Lelystad",,GTL,SuperTank
Unknown,Unknown,SuperTank Kempenaar,"Kempenaar 01-01, Kempenaar",,GTL,SuperTank
Unknown,Unknown,SuperTank Oostervaart,"Binnenhavenweg 40, Oostervaart",,GTL,SuperTank
Unknown,Unknown,SuperTank Lelystad Binnenhavenweg,"Binnenhavenweg 40, Lelystad",,GTL,SuperTank
Unknown,Unknown,SuperTank Biddinghuizen,"Baan 43, Biddinghuizen",,GTL,SuperTank
Unknown,Unknown,SuperTank Swifterbant,"Industrieweg 58, Swifterbant",,GTL,SuperTank
Unknown,Unknown,SuperTank Dronten De Ketting,"De Ketting 1, Dronten",,GTL,SuperTank
Unknown,Unknown,SuperTank Dronten West,"Het Gein 2, Dronten",,GTL,SuperTank
Unknown,Unknown,SuperTank Dronten De Noord,"De Noord 99a, Dronten",,GTL,SuperTank
Unknown,Unknown,SuperTank De Noord,"De Noord 99a, De",,GTL,SuperTank
Unknown,Unknown,SuperTank Hoorn,"Van Aalstweg 13, Hoorn",,GTL,SuperTank
Unknown,Unknown,SuperTank Hoorn - van Aalstweg 13,"Van Aalstweg 13, Hoorn",,GTL,SuperTank
Unknown,Unknown,SuperTank Zaandam,"Paltrokstraat 17, Zaandam",,GTL,SuperTank
Unknown,Unknown,SuperTank Emmeloord,"Traktieweg 2, Emmeloord",,GTL,SuperTank
Unknown,Unknown,SuperTank Wezep,"Rondweg 90, Wezep",,GTL,SuperTank
Unknown,Unknown,SuperTank Bant,"Banterkade 1, Bant",,GTL,SuperTank
Unknown,Unknown,SuperTank Schagen,"De Fok 4, Schagen",,GTL,SuperTank
Unknown,Unknown,SuperTank De Ketting,"De Ketting 1, De",,GTL,SuperTank
Unknown,Unknown,SuperTank Scheveningen,"Badhuisweg 8f, Scheveningen",,GTL,SuperTank
Unknown,Unknown,SuperTank Scheveningen Badhuisweg,"Badhuisweg 8f, Den Haag",,GTL,SuperTank
Unknown,Unknown,SuperTank Heerenveen,"Saturnus 6, Heerenveen",,GTL,SuperTank
Unknown,Unknown,SuperTank Rogat/De Wijk,"Industrieweg 4, Rogat/De",,GTL,SuperTank
Unknown,Unknown,SuperTank Rogat - de Wijk,"Industrieweg 4, Rogat",,GTL,SuperTank
Unknown,Unknown,SuperTank Ommen,"Vermeerstraat 2, Ommen",,GTL,SuperTank
Unknown,Unknown,SuperTank Weerdinge/Emmen,"Viaductstraat 9, Weerdinge/Emmen",,GTL,SuperTank
Unknown,Unknown,SuperTank Emmen Weerdinge,"Viaductstraat 9, Emmen",,GTL,SuperTank
Unknown,Unknown,Tamoil Tankstation Hilversum,"Zoutmanlaan 5, HILVERSUM",,GTL,Tamoil
Unknown,Unknown,Tamoil Rhenen,"Grebbeweg 3, RHENEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Bussum,"Prinsenstraat 19, BUSSUM",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Bussum,"Prinsenstraat 19-21, BUSSUM",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Harderwijk,"Hertog Reinoudlaan 15, HARDERWIJK",,GTL,Tamoil
Unknown,Unknown,Tamoil tankstation Den Hoek Reusel,"Turnhoutseweg 32a, Reusel",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation De Smarpot Akkrum,"Oude Rijksweg 1, AKKRUM",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Heerlen De Kissel,"Kissel 43, HEERLEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Enschede,"Laaressingel 32, ENSCHEDE",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Klazienaveen,"Antares 2, KLAZIENAVEEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Hoogezand,"Industrieweg 30, HOOGEZAND",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Rhenen,"Grebbeweg 5, RHENEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Eethen,"C. Branderhorststraat 21, EETHEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Lelystad,"Kempenaar 01 1-2, LELYSTAD",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Waalwijk,"Groenewoudlaan 1, WAALWIJK",,GTL,Tamoil
Unknown,Unknown,Tamoil Haaren,"Haarendijk 6a, HAAREN",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Edam,"Klein Westerbuiten 9, EDAM",,GTL,Tamoil
Unknown,Unknown,Tamoil Tilburg Rino,"Ringbaan Noord 177a, TILBURG",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Tilburg RINO,"Ringbaan Noord 177 A, TILBURG",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Purmerend,"John F. Kennedyplein 30, PURMEREND",,GTL,Tamoil
Unknown,Unknown,Tamoil Zaandam,"Symon Spiersweg 1, ZAANDAM",,GTL,Tamoil
Unknown,Unknown,Tamoil TS EINDHOVEN KONIJNENBURGLN 7,"Willem van Konijnenburglaan 7VAN, EINDHOVEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Vessem,"Heike 4a, VESSEM",,GTL,Tamoil
Unknown,Unknown,Tamoil TS EINHOVEN QUINTEN MATSYSLN 65,"Quinten Matsyslaan 65, EINDHOVEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Eindhoven Quinten Matsyslaan,"Quinten Matsijslaan 65, EINDHOVEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Sallaerts Eindhoven,"St Bonifaciuslaan 83, EINDHOVEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Teteringen,"Scheperij 2, TETERINGEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Terheijden,"Bredaseweg 11, TERHEIJDEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Vredepeel,"Ripseweg 8, VREDEPEEL",,GTL,Tamoil
Unknown,Unknown,Tamoil Spanbroek,"Spanbroekerweg 142, SPANBROEK",,GTL,Tamoil
Unknown,Unknown,Tamoil Broekstraat Bergeijk,"Broekstraat 42, BERGEIJK",,GTL,Tamoil
Unknown,Unknown,Tamoil Stompetoren,"Noordervaart 98, STOMPETOREN",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Benthuizen,"Hogeveenseweg 61, BENTHUIZEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Barrier Bergeijk,"Barrier 11, BERGEIJK",,GTL,Tamoil
Unknown,Unknown,Tamoil Bleiswijk,"Klappolder 150, BLEISWIJK",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Alkmaar,"Bestevaerstraat 71, ALKMAAR",,GTL,Tamoil
Unknown,Unknown,Tamoil St. Pancras,"de Helling 2, SINT PANCRAS",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Rotterdam Boezembocht,"Boezembocht 14, ROTTERDAM",,GTL,Tamoil
Unknown,Unknown,Tamoil Berkel en Rodenrijs,"Noordeindseweg 330, BERKEL EN RODENRIJS",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Ospel,"Klaarstraat 22, OSPEL",,GTL,Tamoil
Unknown,Unknown,Tamoil Sprundel,"Sint Janstraat 161a, SPRUNDEL",,GTL,Tamoil
Unknown,Unknown,Tamoil Bosschenhoofd,"Pastoor van Breugelstraat 128, BOSSCHENHOOFD",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Wassenaar,"Hofcampweg 258, WASSENAAR",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Den Haag Forepark,"Rijn 1, DEN HAAG",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Schijf,"Sint Antoniusstraat 23, SCHIJF",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Roosendaal Van Beethovenlaan,"Van Beethovenlaan 6, ROOSENDAAL",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Haelen,"Burg. Aquariusstraat 42, HAELEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Haelen,"Burgemeester Aquariusstraat 42, HAELEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Spijkenisse,"Mizarstraat 2, SPIJKENISSE",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Venlo Weselseweg,"Weselseweg 100, VENLO",,GTL,Tamoil
Unknown,Unknown,Tamoil De Smarpot' Akkrum,"Alde Rykswei 1, AKKRUM",,GTL,Tamoil
Unknown,Unknown,Tamoil Winsum,"Kleasterdyk 40, WINSUM FR",,GTL,Tamoil
Unknown,Unknown,Tamoil Ossendrecht,"Koningin Wilhelminastraat 21, OSSENDRECHT",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Tholen,"Terreplein 1, THOLEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Oud Vossemeer,"Bou Kooijmanstraat 30, OUD-VOSSEMEER",,GTL,Tamoil
Unknown,Unknown,Tamoil Drachten,"Tussendiepen 28, DRACHTEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Rockanje,"Middeldijk 8, Rockanje",,GTL,Tamoil
Unknown,Unknown,Tamoil Poortvliet,"Paasdijkweg 9a, POORTVLIET",,GTL,Tamoil
Unknown,Unknown,Tamoil Heerlen Wickraderweg,"Euregioweg 201, HEERLEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Marum,"Parallelweg 1, MARUM",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Totté Graauw,"Meloweg 1, GRAAUW",,GTL,Tamoil
Unknown,Unknown,Tamoil Kuitaart,"Hulsterweg 135A, KUITAART",,GTL,Tamoil
Unknown,Unknown,Tamoil Oosterhesselen,"Burg de Kockstraat 73, OOSTERHESSELEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Tankstation Oosterhesselen,"Burg. De Kockstraat 73, Oosterhesselen",,GTL,Tamoil
Unknown,Unknown,Tamoil Aduard,"Burg Seinenstraat 24, ADUARD",,GTL,Tamoil
Unknown,Unknown,Tamoil Groningen,"Peizerweg 95, GRONINGEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Wissenkerke,"Cruijckelcreke 1, WISSENKERKE",,GTL,Tamoil
Unknown,Unknown,"Tamoil Tankstation ""Terneuzen""","Churchillaan 624, TERNEUZEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Terneuzen,"Guido Gezellestraat 41, TERNEUZEN",,GTL,Tamoil
Unknown,Unknown,Tamoil Odoorn,"Hoofdstraat 18, ODOORN",,GTL,Tamoil
Unknown,Unknown,Tamoil Adorp,"Torenweg 2, ADORP",,GTL,Tamoil
Unknown,Unknown,Tamoil Terneuzen Dow,"Herbert H. Dowweg 5, HOEK",,GTL,Tamoil
